id,alt_type,attack,card_bonus,number,command,cost,errata_text,faction,hit_points,keywords,loyalty,name,resource_bonus,shields,text,traits,type,unique,copies,cycle,designer,octgn_id,set,signature_id,starting_cards,starting_resources,planet_material,planet_stronghold,planet_tech,sector,tts_card_key,tts_sheet_id,tts_sheet_position,flavour_text
264,,,,9,,0,,Astra Militarum,,,Signature,Transcendent Blessing,,3,"Attach to a non-warlord unit. Attached unit gets +1 ATK and +1 HP. Interrupt: When attached unit leaves play, pay 1 [F] to attach this card to an eligible unit.",Blessing.,Attachment,,1,Defenders of the Faith,APK,5a6c6c2e-8465-4055-a73a-91bc631e1507,Defenders of the Faith,38,,,,,,,,,,
265,,,,10,,1,,Astra Militarum,,,Signature,Supreme Appearance,,,Action: Exhaust and sacrifice this support to exhaust each non-warlord unit. Use this ability only if you control no Ranged units.,Miracle.,Support,,1,Defenders of the Faith,APK,9369b2d7-d1dc-49be-b69c-30772644562c,Defenders of the Faith,38,,,,,,,,,,
266,,1,,11,1,1,,Astra Militarum,1,,,Tenacious Novice Squad,,,"While this unit has [F], it gets +1 ATK and +1 HP. Reaction: After a warlord commits to this planet, place 1 [F] on an army unit at this planet.",Soldier. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,a7b9db86-fe0a-4e69-96a0-73b830a817e6,Defenders of the Faith,,,,,,,,DOF011,112,1,
267,,2,,12,1,3,,Astra Militarum,3,No Wargear attachments.,Loyal,Penitent Engine,,,"Reaction: After an attack resolved by a unit you control at this planet does not destroy the defender, place 1 [F] on this unit and it gets +1 ATK for its next attack this phase.",Vehicle. Martyr. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,5104d3b5-b66b-4789-837b-930337ea445f,Defenders of the Faith,,,,,,,,,,,
268,,3,,13,3,4,,Astra Militarum,4,,Loyal,Dominion Eugenia,,,"While this unit has [F], it gains Armorbane. Reaction: After another AM Ecclesiarchy unit you control at this planet is declared as an attacker, place 1 [F] on this unit and the attacker.",Soldier. Officer. Ecclesiarchy.,Army,yes,,Defenders of the Faith,APK,d717691d-4b22-43aa-b5d0-c9453594f65e,Defenders of the Faith,,,,,,,,,,,
269,,1,,14,1,3,,Astra Militarum,3,No Wargear attachments.,,Sacred Rose Immolator,,,"Reaction: After this unit resolves an attack or moves to a planet, place 1 [F] on it. Then deal 1 damage to up to 2 different enemy units at this planet. (Limit twice per round.)",Vehicle. Transport. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,0a50e569-a8c6-4c79-b885-ffc0ec520472,Defenders of the Faith,,,,,,,,,,,
270,,4,,15,1,3,,Astra Militarum,2,,,Fanatical Sister Repentia,,,"Interrupt: When this unit uses Shield with Faith, double the number of [F] on it.",Soldier. Martyr. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,6d8f81cf-cffa-46b2-a055-99d9c073ee21,Defenders of the Faith,,,,,,,,,,,
271,,3,,16,2,3,,Astra Militarum,2,,,Heavy Flamer Retributor,,,"While this unit has [F], it cannot be routed. Reaction: After this unit resolves its attack, deal 1 damage to a number of different enemy units at this planet equal to [F] on this unit.",Soldier. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,a16ea2db-0c76-4cc2-8633-aa39f001ae77,Defenders of the Faith,,,,,,,,,,,
272,,2,,17,1,2,,Astra Militarum,2,,,Exalting Celestians,,,"While this unit has [F] and is not a defender, it cannot be dealt damage. Reaction: After this unit exhausts, place 1 [F] on it.",Soldier. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,d0a6131e-6168-4ad5-a83a-dc83e9fd2d62,Defenders of the Faith,,,,,,,,,,,
273,,1,,18,1,2,,Astra Militarum,2,,Loyal,Devoted Hospitaller,,,"While you control a Commissar unit, you cannot deploy this unit. Reaction: After this unit enters play, place 2 [F] among army units you control. Then you may exhaust an enemy army unit at this planet and deal damage equal to its ATK value to this unit.",Novice. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,b976b07d-7e32-4199-ae78-d8a783252a54,Defenders of the Faith,,,,,,,,,,,
274,,2,,19,1,2,,Astra Militarum,2,,,Eloquent Confessor,,,"While this unit has [F], it gets +1 ATK. Combat Reaction: After a unit moves or enters play at this planet, pay 1 [F] to exhaust that unit.",Priest. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,5a4af6cd-d048-46a4-b81d-05a164462189,Defenders of the Faith,,,,,,,,,,,
275,,3,,20,1,3,,Astra Militarum,3,,,Zealous Cantus,,,"Reaction: After a Ecclesiarchy or Grey Knights card enters your discard pile, place 1 [F] on an army unit. (Limit twice per phase.)",Soldier. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,345fa84f-6fc3-4a2e-834c-88d03231082f,Defenders of the Faith,,,,,,,,,,,
276,,3,,21,1,3,,Astra Militarum,2,,,Vengeful Seraphim,,,"While this unit has [F], it gains Flying. Reaction: After an Ecclesiarchy unit you control at this planet is destroyed, this unit gets +1 ATK and +1 HP until the end of the phase. Then you may pay 1 [F] to ready this unit. (Limit once per phase.)",Soldier. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,bbeac753-b08a-4dad-8324-eb2ddba00ec0,Defenders of the Faith,,,,,,,,,,,
277,,4,,22,2,5,,Astra Militarum,5,Deep Strike (3),Loyal,Patron Saint,,,"Reaction: After you deploy or Deep Strike this unit, remove up to 3 damage from AM army units and Ecclesiarchy units you control. Then place [F] equal to the damage removed among army units you control.",Saint. Elite. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,0ba3f86d-9de8-4320-9427-f4dcd2cd9ff4,Defenders of the Faith,,,,,,,,,,,
278,,5,,23,1,3,,Astra Militarum,5,,Loyal,Saint Erika,,,"If you don't control [F], destroy this unit. Forced Reaction: After a non-Elysia, non-Saint [AM] army unit enters your discard pile from this planet, pay 1 [F] to return that unit to your hand.",Saint. Martyr. Ecclesiarchy.,Army,yes,,Defenders of the Faith,APK,fbc29391-ddc4-4af1-9536-dee4def67489,Defenders of the Faith,,,,,,,,,,,
279,,1,,24,1,2,,Astra Militarum,3,,Loyal,Evangelizing Ship,,,Combat Action: Pay 1 [F] to put a Guardsman token into play at a non-G (green) planet. Then your opponent moves this unit to a planet of his choice. (Limit once per phase.),Transport. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,8d6d3415-75da-4a0c-8595-b3fd4f763fa9,Defenders of the Faith,,,,,,,,,,,
280,,3,,25,1,3,,Astra Militarum,3,No Wargear attachments.,,Pattern IX Immolator,,,Command Action: Deal X damage among enemy non-warlord units at this planet and place X [F] among army units at this planet. X is the number of command struggles your opponent won this phase minus 1. (Limit once per phase.),Vehicle. Tank. Ecclesiarchy.,Army,,,Defenders of the Faith,APK,f320525c-0a11-44fd-84f7-7c9dc5daaf92,Defenders of the Faith,,,,,,,,,,,
281,,,,26,,1,,Astra Militarum,,,,Agra's Preachings,,,"Limited. Reaction: After your opponent wins a battle, exhaust this support and target a planet with an enemy unit to Rally 6 for a non-Elite [AM] unit, attach it on this support. When the combat phase ends, deploy that unit at the targeted planet and reduce its cost by 2. If you cannot, discard it.",Decree. Ecclesiarchy.,Support,yes,,Defenders of the Faith,APK,ea05f4fe-7532-440c-8870-f27567c5e391,Defenders of the Faith,,,,,,,,,,,
282,,,,27,,0,,Astra Militarum,,,Loyal,Cardinal Agra Decree,,,"While you control [F], each Vostroya unit you control gets +1 ATK. Interrupt: When this card enters your discard pile, draw a card and place 1 [F] on an army unit.",Decree. Ecclesiarchy.,Support,yes,,Defenders of the Faith,APK,5f026bd1-abe6-4f10-bf80-1f4740bf1121,Defenders of the Faith,,,,,,,,,,,
283,,,,28,,1,,Astra Militarum,,,,Holy Chapel,,,Action: Exhaust and sacrifice this support to place 4 [F] among AM and SM army units you control.,Location. Ecclesiarchy.,Support,,,Defenders of the Faith,APK,4d423cbb-2e9b-49e7-8d28-3c6296417f32,Defenders of the Faith,,,,,,,,,,,
284,,,,29,,1,,Astra Militarum,,,Loyal,Blood of Martyrs,,,"Interrupt: When an AM unit you control is destroyed, exhaust this support and move all [F] from that unit to up to 3 target army units. Each targeted unit gets +1 ATK for its next attack this phase. Then if the destroyed unit is a Martyr, draw 1 card.",Decree. Ecclesiarchy.,Support,,,Defenders of the Faith,APK,e3f8983e-efa7-43e2-932a-a85335e6a073,Defenders of the Faith,,,,,,,,,,,
285,,,,30,,0,,Astra Militarum,,,Loyal,Our Last Stand,,2,"Action: Place 1 [F] on each AM unit you control at a first planet, if that planet shares a common type with two planets in your opponent victory your warlord gains 'Interrupt: When this unit is assigned damage, prevent 1 of that damage.' until the end of a battle. Max 1 per round.",Prayer. Ecclesiarchy.,Event,,,Defenders of the Faith,APK,e55d421f-4f28-47ae-8ccb-ed5183482214,Defenders of the Faith,,,,,,,,,,,
286,,,,31,,1,,Astra Militarum,,,Loyal,Wrathful Retribution,,2,"Reaction: After an enemy unit moves to, or enters play at, a planet where a battle is taking place, place [F] equal to its printed cost among army units you control. Then ready a non-Elite unit with [F].",Prayer. Ecclesiarchy.,Event,,,Defenders of the Faith,APK,10140339-d37a-4ca7-8273-8872cfb5987c,Defenders of the Faith,,,,,,,,,,,
287,,,,32,,1,,Astra Militarum,,,Loyal,Banner of the Sacred Rose,,2,"Limited. Attach to a unit you control. Interrupt: When you deploy an Ecclesiarchy unit, exhaust this attachment to reduce the cost by 1 plus the number of G (green) planet in your opponent victory display.",Standard. Ecclesiarchy.,Attachment,yes,,Defenders of the Faith,APK,15e4807f-8d32-4dd1-968c-2af3468068e5,Defenders of the Faith,,,,,,,,,,,
288,,,,33,,2,,Astra Militarum,,,,Until Justice is Done,,1,"Attach to an enemy army unit. Increase damage dealt to attached unit by 1. Reaction: After an Ecclesiarchy unit you control is assigned damage by an attack, put this card from your hand into play attached to the attacker.",Vow. Ecclesiarchy.,Attachment,,,Defenders of the Faith,APK,a344bbbe-a284-4541-b5e7-a13ed4572fed,Defenders of the Faith,,,,,,,,,,,
289,,,,34,,1,,Astra Militarum,,,Loyal,Sanctified Bolter,,2,"Attach to an army unit you control. Attached unit gets +1 ATK and +1 HP. Reaction: After a ranged skirmish at this planet begins or an enemy non-warlord unit moves from another planet to this planet, place 2 [F] among army units at this planet.",Wargear. Weapon.,Attachment,,,Defenders of the Faith,APK,cf7cb56d-67c9-44da-be37-518a2372a7d9,Defenders of the Faith,,,,,,,,,,,
290,,,,35,,1,,Astra Militarum,,,Loyal,Blade of the Crimson Oath,,2,"Attach to a non-warlord unit. Attached unit gets +2 ATK and +2 HP. Interrupt: When your opponent triggers an ability that discards a card from your hand, put 2 Guardsman tokens into play at a planet to put this card from your hand into play attached to a unit.",Relic. Wargear. Weapon.,Attachment,yes,,Defenders of the Faith,APK,23c1616d-29c9-4056-9183-f40bb7bc22fc,Defenders of the Faith,,,,,,,,,,,
291,,,,36,,1,,Astra Militarum,,Deep Strike (0),,Revered Heavy Flamer,,1,"Attach to an army unit. Attached unit gets +2 ATK. Reaction: After your opponent uses a shield card on a unit at this planet, place 1 [F] on an army unit at this planet.",Wargear. Weapon. Ecclesiarchy.,Attachment,,,Defenders of the Faith,APK,69702c21-cb27-4072-8660-cf672a0d1876,Defenders of the Faith,,,,,,,,,,,
292,,2,,37,1,2,,Space Marine,2,No Wargear attachments.,Loyal,First Line Rhinos,,,"Reaction: After you deploy this unit, Rally 6 for a non-Vehicle SM unit, attach it to this unit. When this unit leaves play, as an interrupt, put the attached unit exhausted into play at the same planet.",Vehicle. Ultramarines.,Army,yes,,Defenders of the Faith,APK,c7273fcb-865b-4c3d-8ba0-630dffa785ea,Defenders of the Faith,,,,,,,,,,,
293,,2,,38,1,2,,Eldar,2,Deep Strike (1),Loyal,Evanescent Players,,,"Interrupt: When this unit is assigned damage by an enemy army unit, prevent all but 2 of that damage. Then deal to that unit damage equal to the damage prevented. (Limit once per phase.)",Psyker. Harlequin.,Army,,,Defenders of the Faith,APK,d8de8456-3266-41a2-a0f4-155cb2c77c0c,Defenders of the Faith,,,,,,,,,,,
294,,1,,39,1,2,,Ork,1,Flying,Loyal,Improbable Runt Machine,,,"This unit gets +1 ATK, +1 HP and 1 command icon per attachment on it (Max 3). Action: Attach a Runt unit you control to this unit as a Copilot attachment. (Limit once per round.)",Machine. Marvel.,Army,,,Defenders of the Faith,APK,619de58c-d90e-493d-a886-fea95e79931a,Defenders of the Faith,,,,,,,,,,,
295,,4,,40,1,3,,Chaos,2,,Loyal,Charging Juggernaut,,,"While this unit has an attachment, is gets +1 HP and it cannot be routed until a combat round ended this round. Forced Reaction: After the deploy phase begins, move this unit to the first planet, if able. Then deal 2 damage to an enemy unit at that planet.",Daemon. Khorne.,Army,,,Defenders of the Faith,APK,6e8e0bdd-8320-4e6f-8758-0f6445f6cfa1,Defenders of the Faith,,,,,,,,,,,
296,,2,,41,1,2,,Tau,3,,Loyal,Shas'el Lyst,,,"While this unit is ready, as an additional cost to target units you control at this planet, your opponent must pay 1 [R]. Interrupt: When your opponent triggers an ability that discards a card from your hand or rout a unit you control, put this unit from your hand into play at a planet.",Soldier. Hero.,Army,yes,,Defenders of the Faith,APK,0b6e5b56-5e14-4209-800f-20fd5b34b617,Defenders of the Faith,,,,,,,,,,,
297,,,,42,,2,,Dark Eldar,,Deep Strike (0),Loyal,The Shadow Suit,,2,"Attach to an army unit. Attached unit gets +2 ATK and +1 HP. Interrupt: When attached unit leaves play, put this card in reserve to a planet. Your opponent may exhaust a unit at that planet to cancel this effect.",Wargear.,Attachment,yes,,Defenders of the Faith,APK,ee7f999f-6ec8-41ad-adcf-c82a1a3296b2,Defenders of the Faith,,,,,,,,,,,
298,,,,43,,1,,Tyranid,,,,Reinforced Synaptic Network,,1,"Deploy Action: Put a synpase unit into play at your HQ from the card collection (only once per synapse). When your warlord commits to a planet, commit this unit to an adjacent planet. At the end of the round, discard any synapse unit not from your deck you control.",Tactic.,Event,,,Defenders of the Faith,APK,a00b22bd-0615-4c1e-b36a-05b896a281c7,Defenders of the Faith,,,,,,,,,,,
299,,6,,44,2,4,,Necron,6,,,Flayed Ones Revenants,,,"As an additional cost to put this unit into play, discard 2 cards from your hand or pay 2 [R] to discard the top 8 cards of your deck. Interrupt: When this unit is destroyed by an enemy card effect, draw 2 cards and gain 2 [R].",Warrior.,Army,,,Defenders of the Faith,APK,65f82de0-0826-4b20-8a6c-e91e0bc8875b,Defenders of the Faith,,,,,,,,,,,
300,,,,45,,0,,Neutral,,,,Eldritch Council,,,"Reaction: After you deploy a non-Elite unit, exhaust this support to look at an amount of top cards of your deck equal to the unit's printed cost. Put up to 1 card on the bottom of your deck and place the remaining cards on top of your deck in any order. Then if your opponent has more cards than you in hand, draw a card.",Relic.,Support,yes,,Defenders of the Faith,APK,8aafc1b0-062f-468d-a273-3a38eb401b75,Defenders of the Faith,,,,,,,,,,,
301,,,,46,,0,,Neutral,,,,Imperial Blockade,,1,"Deploy Action: Pay 1 [R] per copy of this card in your discard pile and draw a card to target planet. Until the end of the round, at that planet, players must pay 1 [R] to trigger a non-warlord card effect that moves a unit to that planet, rout a unit or makes a non-Runt unit enter play.",Tactic.,Event,,,Defenders of the Faith,APK,8b6ebfaf-a859-404f-aee2-fa257f595866,Defenders of the Faith,,,,,,,,,,,
302,bloodied,1,,1,,,,Tyranid,6,Bloodied.,Signature,Old One Eye,,,,Creature. Behemoth.,Warlord,yes,,The Great Devourer,FFG,,The Great Devourer,,,,,,,,,,,
303,,2,,1,,,,Tyranid,6,,Signature,Old One Eye,,,"Reaction: After this warlord readies, remove half the damage from it. (Limit once per round.)",Creature. Behemoth.,Warlord,yes,,The Great Devourer,FFG,0f0f0608-60c8-4efc-ad06-3321aaf07f24,The Great Devourer,15,6,6,,,,,,,,
304,,3,,2,1,2,,Tyranid,1,,Signature,Lurking Hormagaunt,,,"Reaction: After this unit is assigned damage, reassign up to 2 of that damage to your warlord instead.",Creature. Behemoth.,Army,,4,The Great Devourer,FFG,56da8377-d0e9-47ea-95cd-bdddefc0126d,The Great Devourer,15,,,,,,,,,,
305,,,,3,,3,,Tyranid,,,Signature,Awakening Cavern,,,Action: Exhaust this support to ready a target unit you control.,Location.,Support,,1,The Great Devourer,FFG,552668b2-777d-4e4b-a650-802fc60c13e9,The Great Devourer,15,,,,,,,,,,
306,,,,4,,1,,Tyranid,,,Signature,Ferocious Strength,,1,Action: Your warlord or a synapse unit you control gains Brutal until the end of the combat round.,Power.,Event,,2,The Great Devourer,FFG,e6e575d1-cbd7-4ca8-baf5-93b64c49813e,The Great Devourer,15,,,,,,,,,,
307,,,,5,,1,,Tyranid,,,Signature,Great Scything Talons,,3,"Attach to your warlord. Attached unit gets +1 HP Reaction: After damage is removed from attached unit, it gets +X ATK for its next attack this phase. X is the amount of damage removed.",Wargear. Symbiote.,Attachment,,1,The Great Devourer,FFG,c3cd85ab-8d37-48fc-8ac9-40442a766663,The Great Devourer,15,,,,,,,,,,
308,bloodied,2,,6,,,,Tyranid,5,Bloodied.,Signature,The Swarmlord,,,,Creature. Behemoth.,Warlord,yes,,The Great Devourer,FFG,,The Great Devourer,,,,,,,,,,,
309,,2,,6,,,,Tyranid,6,,Signature,The Swarmlord,,,"Reaction: After this warlord commits to a planet, put 1 Termagant token into play at each adjacent planet.",Creature. Behemoth.,Warlord,yes,,The Great Devourer,FFG,408fdd61-f29d-424a-8f43-04ebf03620dc,The Great Devourer,16,6,6,,,,,,,,
310,,2,,7,1,2,,Tyranid,2,,Signature,Brood Warriors,,,Hive Mind - Each Termagant token you control at this planet gains 1 command icon.,Creature. Leviathan,Army,,4,The Great Devourer,FFG,29ff07a7-d087-48b3-8cac-13f0030ce998,The Great Devourer,16,,,,,,,,,,
311,,,,8,,3,,Tyranid,,,Signature,Leviathan Hive Ship,,,"Reaction: After a unit you control with the Hive Mind specialization and printed cost 3 or lower is destroyed, exhaust this support to put that unit into play from your discard pile exhausted at a planet.",Upgrade.,Support,,1,The Great Devourer,FFG,76bdcc04-6734-4e71-82f1-f9976eb9fb1c,The Great Devourer,16,,,,,,,,,,
312,,,,9,,2,,Tyranid,,,Signature,Indescribable Horror,,1,Combat Action: Rout a target army unit with printed cost equal to or lower than the number of [Tyranid] units you control at that planet.,Tactic.,Event,,2,The Great Devourer,FFG,c82f6a38-b832-4167-a46b-1515a8c33745,The Great Devourer,16,,,,,,,,,,
